timestamp,temperature,humidity
2020-06-08 15:24:42,22.0,73.9
2020-06-08 15:25:12,22.0,73.7
2020-06-08 15:25:43,21.9,73.6
2020-06-08 15:26:13,22.0,73.5
2020-06-08 15:26:44,22.0,73.4
2020-06-08 15:27:14,22.0,73.7
2020-06-08 15:27:45,22.0,74.0
2020-06-08 15:28:15,22.0,73.7
2020-06-08 15:28:46,22.0,73.9
2020-06-08 15:29:17,22.1,74.1
2020-06-08 15:29:47,22.1,73.4
2020-06-08 15:30:20,22.1,73.3
2020-06-08 15:30:51,22.1,73.4
2020-06-08 15:31:21,22.1,73.3
2020-06-08 15:31:52,22.1,73.0
2020-06-08 15:32:22,22.1,73.3
2020-06-08 15:32:53,22.1,73.1
2020-06-08 15:33:24,22.1,73.3
2020-06-08 15:33:54,22.1,73.5
2020-06-08 15:34:25,22.1,73.0
2020-06-08 15:34:55,22.0,72.8
2020-06-08 15:35:26,22.1,73.0
2020-06-08 15:35:56,22.0,73.2
2020-06-08 15:36:27,22.1,73.9
2020-06-08 15:36:57,22.1,73.1
2020-06-08 15:37:28,22.1,73.1
2020-06-08 15:37:59,22.0,73.0
2020-06-08 15:38:29,22.1,73.3
2020-06-08 15:39:00,22.1,73.4
2020-06-08 15:39:30,22.0,73.1
2020-06-08 15:40:01,22.1,73.2
2020-06-08 15:40:31,22.0,73.4
2020-06-08 15:41:04,22.1,73.3
2020-06-08 15:41:35,22.0,73.2
2020-06-08 15:42:06,22.0,73.4
2020-06-08 15:42:36,22.1,73.6
2020-06-08 15:43:07,22.0,73.2
2020-06-08 15:43:37,22.0,73.1
2020-06-08 15:44:08,22.1,73.4
2020-06-08 15:44:38,22.1,73.6
2020-06-08 15:45:09,22.1,73.6
2020-06-08 15:45:39,22.2,73.0
2020-06-08 15:46:10,22.1,72.8
2020-06-08 15:46:41,22.2,73.3
2020-06-08 15:47:11,22.2,73.3
2020-06-08 15:47:42,22.2,73.0
2020-06-08 15:48:12,22.2,73.1
2020-06-08 15:48:43,22.2,73.2
2020-06-08 15:49:13,22.2,72.8
2020-06-08 15:49:44,22.2,73.2
2020-06-08 15:50:14,22.1,72.8
2020-06-08 15:50:45,22.1,72.7
2020-06-08 15:51:16,22.1,73.1
2020-06-08 15:51:46,22.1,73.6
2020-06-08 15:52:17,22.1,73.0
2020-06-08 15:52:47,22.1,73.4
2020-06-08 15:53:18,22.1,73.3
2020-06-08 15:53:48,22.1,73.7
2020-06-08 15:54:19,22.1,73.2
2020-06-08 15:54:52,22.1,73.0
2020-06-08 15:55:23,22.0,72.9
2020-06-08 15:55:53,22.0,73.0
2020-06-08 15:56:24,22.0,73.1
2020-06-08 15:56:57,22.0,73.2
2020-06-08 15:57:27,22.0,73.3
2020-06-08 15:57:58,22.0,73.7
2020-06-08 15:58:28,22.0,73.6
2020-06-08 15:58:59,22.0,73.8
2020-06-08 15:59:32,22.0,73.4
2020-06-08 16:00:03,22.0,73.4
2020-06-08 16:00:36,22.0,73.8
2020-06-08 16:01:06,22.0,73.8
2020-06-08 16:01:37,22.0,73.7
2020-06-08 16:02:07,22.1,73.6
2020-06-08 16:02:38,22.0,73.3
2020-06-08 16:03:08,22.0,73.4
2020-06-08 16:03:39,22.0,73.5
2020-06-08 16:04:10,22.0,73.4
2020-06-08 16:04:40,22.0,73.5
2020-06-08 16:05:11,22.0,73.7
2020-06-08 16:05:41,22.0,73.7
2020-06-08 16:06:14,22.0,73.7
2020-06-08 16:06:45,22.0,73.7
2020-06-08 16:07:15,22.0,73.5
2020-06-08 16:07:46,22.1,73.5
2020-06-08 16:08:17,22.0,73.5
2020-06-08 16:08:47,22.0,73.4
2020-06-08 16:09:18,22.0,73.5
2020-06-08 16:09:48,22.0,73.6
2020-06-08 16:10:19,22.0,73.6
2020-06-08 16:10:49,22.0,73.5
2020-06-08 16:11:20,22.0,73.6
2020-06-08 16:11:50,22.0,73.6
2020-06-08 16:12:21,22.0,73.7
2020-06-08 16:12:52,22.0,73.7
2020-06-08 16:13:22,22.0,74.0
2020-06-08 16:13:53,22.0,73.8
2020-06-08 16:14:23,22.0,73.7
2020-06-08 16:14:54,22.0,73.7
2020-06-08 16:15:24,22.0,73.5
2020-06-08 16:15:55,22.0,73.5
2020-06-08 16:16:25,22.0,73.5
2020-06-08 16:16:56,22.0,73.6
2020-06-08 16:17:29,21.9,73.7
2020-06-08 16:18:00,21.9,73.7
2020-06-08 16:18:30,22.0,73.8
2020-06-08 16:19:01,21.9,73.8
2020-06-08 16:19:31,21.9,73.8
2020-06-08 16:20:04,22.0,73.8
2020-06-08 16:20:35,22.0,73.7
2020-06-08 16:21:06,22.0,73.8
2020-06-08 16:21:36,22.0,74.0
2020-06-08 16:22:07,21.9,74.0
2020-06-08 16:22:37,21.9,73.9
2020-06-08 16:23:10,21.9,73.9
2020-06-08 16:23:41,21.9,73.9
2020-06-08 16:24:11,21.9,73.9
2020-06-08 16:24:42,21.9,73.9
